Count,Company,PX_LAST,CUR_MKT_CAP,AVERAGE_DIVIDEND_YIELD,IS_EPS,PE_RATIO,PX_TO_BOOK_RATIO,EQY_DPS,CUR_RATIO,QUICK_RATIO,TOT_DEBT_TO_TOT_EQY,return_quarter,return_year,ten_percent_or_greater
7468,VC US EQUITY,75.64,3785.3832,0,0.87,16.2542,2.8228,0,1.6681,1.21,38.705,0.198352345,0.285695399,1
7469,VC US EQUITY,81.89,3984.1301,0,10.56,9.1835,2.0473,0,2.0827,1.6115,25.409,0.082628239,0.304921236,1
7470,VC US EQUITY,88.44,4280.1152,0,0.39,11.4234,2.1984,0,1.6718,1.2988,25.4309,0.079985346,0.090004523,0
7471,VC US EQUITY,97.01,4697.1833,0,-3.35,16.1383,3.2559,0,1.8753,1.2488,41.783,0.096901854,0.082156479,0
7472,VC US EQUITY,97.25,4277.4293,0,-0.48,22.7363,3.5452,0,1.7631,1.1192,45.062,0.002473972,0.041028278,0
7473,VC US EQUITY,106.86,4733.8649,0,-3.12,1412.5952,5.4357,0,1.7107,1.1861,53.8715,0.098817481,0.071495415,0
7474,VC US EQUITY,96.4,4283.9008,0,1.13,1280.1396,4.8036,0,1.6858,1.1788,52.4959,-0.097885083,-0.174377593,0
7475,VC US EQUITY,104.98,4684.6752,0,50.88,62.9543,1.5622,0,3.9231,3.4076,13.2632,0.089004149,-0.373118689,0
7476,VC US EQUITY,101.24,4093.0367,0,0.12,35.622,1.5459,0,4.0574,3.6142,13.4129,-0.035625833,-0.292177005,0
7477,VC US EQUITY,114.5,4674.19,0,0.52,46.3503,4.333,0,1.4621,1.1898,31.9433,0.130975899,-0.298340611,0
7478,VC US EQUITY,79.59,3093.2585,54.5295,0.5,24.5249,4.6178,43.4,1.8664,1.4634,52.1858,-0.30489083,0.230682247,1
7479,VC US EQUITY,65.81,2238.1671,65.9474,0.77,20.7304,3.6324,0,1.9667,1.554,48.6911,-0.173137329,0.550828142,1
7480,VC US EQUITY,71.66,2437.3596,60.5638,0.83,20.9411,3.7599,0,1.9873,1.5696,46.7254,0.088892266,0.727183924,1
7481,VC US EQUITY,80.34,2732.591,54.0204,0.06,23.4776,4.2154,0,1.8749,1.5379,52.7624,0.121127547,0.557630072,1
7482,VFC US EQUITY,33.3625,14621.5697,2.0232,0.355,16.1785,3.2758,0.18,1.889,0.7717,55.5942,-0.085833676,0.446684151,1
7483,VFC US EQUITY,39.84,17513.4247,1.7508,0.87,19.3458,3.855,0.18,1.6416,0.7871,52.2383,0.194155114,0.249058735,1
7484,VFC US EQUITY,37.7425,16630.478,2.007,0.76,15.6269,3.246,0.2175,1.9914,1.0506,35.9878,-0.052648092,0.651718885,1
7485,VFC US EQUITY,49.7625,21879.4101,1.7483,0.99,18.6285,3.883,0.2175,1.9925,0.9631,33.7267,0.031026624,0.326902788,1
7486,VFC US EQUITY,61.88,27249.9518,1.5514,0.68,22.2208,4.6577,0.2625,2.2929,1.0588,29.4028,-0.00737889,0.217032967,1
7487,VFC US EQUITY,63,27110.2527,1.5952,0.37,22.2912,4.8018,0.2625,2.021,0.8847,35.5642,0.018099548,0.106984127,1
7488,VFC US EQUITY,66.03,28465.5737,1.5902,1.09,22.526,4.8618,0.2625,1.9961,0.9976,35.5407,0.048095238,0.033015296,0
7489,VFC US EQUITY,53.35,22071.4819,2.7741,0.64,16.2832,4.5292,0.42,2.4046,1.3312,46.9325,-0.048171276,0.387066542,1
7490,VIA US EQUITY,50.98,25021.6966,1.9616,1.02,12.4532,3.464,0.275,1.2139,0.9257,107.1672,-0.019049452,0.34248725,1
7491,VIA US EQUITY,54.4,27618.2042,1.8842,1.27,13.3406,3.761,0.275,1.2671,0.9047,106.9703,0.067085131,0.540625,1
7492,VIA US EQUITY,54.27,26563.0869,1.9808,0.94,13.3489,3.7591,0.275,1.2421,0.8995,114.4319,-0.002389706,0.617283951,1
7493,VIA US EQUITY,83.81,39873.5309,1.3722,1.72,17.8271,7.2513,0.3,1.7747,1.4456,220.5009,0.224576271,-0.081135903,0
7494,VIA US EQUITY,87.77,38973.9534,1.3387,1.23,17.5722,8.0331,0.3,1.69,1.3745,237.4825,0.047249732,-0.139797197,0
7495,VIA US EQUITY,85.26,37243.9193,1.4075,1.15,16.6528,8.3159,0.3,1.6852,1.3689,288.9009,-0.028597471,-0.193994839,0
7496,VIA US EQUITY,86.75,37279.4192,1.4179,1.43,16.5544,8.8673,0.33,1.6861,1.3748,290.4091,0.017475956,-0.25221902,0
7497,VIA US EQUITY,77.01,32551.5108,1.6362,1.74,14.2241,8.5769,0.33,1.3347,1.0605,320.4391,-0.112276657,-0.425139592,0
7498,VIA US EQUITY,75.5,30900.3545,1.7086,1.22,13.7139,9.174,0.33,1.3543,1.0683,384.0123,-0.019607843,-0.417350993,0
7499,VIA US EQUITY,68.72,27734.7765,1.9208,-0.13,12.3141,11.8492,0.33,1.2288,0.8912,525.8347,-0.089801325,-0.34080326,0
7500,VIA US EQUITY,64.87,25671.4708,2.1427,1.49,11.5129,8.9874,0.4,1.1527,0.8504,415.8614,-0.056024447,-0.284414984,0
7501,VIA US EQUITY,44.27,17220.7358,3.2979,2.22,8.1134,4.3544,0.4,1.1882,0.8858,321.7653,-0.317558193,-0.032753558,0
7502,VIA US EQUITY,43.99,16465.8552,3.4781,1.13,8.2258,4.7119,0.4,1.0517,0.771,315.1994,-0.006324825,-0.124801091,0
7503,VIA US EQUITY,45.3,16541.0974,3.532,0.76,9.1561,4.615,0.4,1.0591,0.7544,300.5998,0.029779495,0.07615894,0
7504,VIA US EQUITY,46.42,16668.4662,3.4468,1.09,10.2375,4.5013,0.4,0.9944,0.7068,283.9265,0.024724062,-0.180310211,0
7505,VIA US EQUITY,42.82,15345.9104,3.2695,0.64,11.629,3.9746,0.2,1.2315,0.8728,262.3431,-0.077552779,-0.142923867,0
7506,VIA US EQUITY,38.5,14096.1869,3.6364,1,10.4558,3.5736,0.2,1.1864,0.8766,261.202,-0.100887436,-0.093506494,0
7507,VIAB US EQUITY,47.02,25021.6966,2.1268,1.02,11.4859,3.1949,0.275,1.2139,0.9257,107.1672,-0.009270965,0.446831136,1
7508,VIAB US EQUITY,53.59,27618.2042,1.9127,1.27,13.142,3.705,0.275,1.2671,0.9047,106.9703,0.139727775,0.559619332,1
7509,VIAB US EQUITY,52.74,26563.0869,2.0383,0.94,12.9725,3.6532,0.275,1.2421,0.8995,114.4319,-0.015861168,0.65604854,1
7510,VIAB US EQUITY,83.58,39873.5309,1.3759,1.72,17.7782,7.2314,0.3,1.7747,1.4456,220.5009,0.228575628,-0.079444843,0
7511,VIAB US EQUITY,87.34,38973.9534,1.3453,1.23,17.4861,7.9937,0.3,1.69,1.3745,237.4825,0.044986839,-0.138424548,0
7512,VIAB US EQUITY,84.99,37243.9193,1.4119,1.15,16.6001,8.2896,0.3,1.6852,1.3689,288.9009,-0.026906343,-0.196376044,0
7513,VIAB US EQUITY,86.73,37279.4192,1.4182,1.43,16.5506,8.8652,0.33,1.6861,1.3748,290.4091,0.020472997,-0.25469849,0
7514,VIAB US EQUITY,76.94,32551.5108,1.6376,1.74,14.2112,8.5691,0.33,1.3347,1.0605,320.4391,-0.11287905,-0.439173382,0
7515,VIAB US EQUITY,75.25,30900.3545,1.7143,1.22,13.6685,9.1436,0.33,1.3543,1.0683,384.0123,-0.021965168,-0.453023256,0
7516,VIAB US EQUITY,68.3,27734.7765,1.9327,-0.13,12.2388,11.7768,0.33,1.2288,0.8912,525.8347,-0.092358804,-0.395607613,0
7517,VIAB US EQUITY,64.64,25671.4708,2.1504,1.49,11.4721,8.9555,0.4,1.1527,0.8504,415.8614,-0.053587116,-0.358446782,0
7518,VIAB US EQUITY,43.15,17220.7358,3.3835,2.22,7.9081,4.2443,0.4,1.1882,0.8858,321.7653,-0.332456683,-0.117033604,0
7519,VIAB US EQUITY,41.16,16465.8552,3.7172,1.13,7.6966,4.4087,0.4,1.0517,0.771,315.1994,-0.046118192,-0.147230321,0
7520,VIAB US EQUITY,41.28,16541.0974,3.876,0.76,8.3435,4.2055,0.4,1.0591,0.7544,300.5998,0.002915452,0.129360465,1
7521,VIAB US EQUITY,41.47,16668.4662,3.8582,1.09,9.1459,4.0213,0.4,0.9944,0.7068,283.9265,0.004602713,-0.190499156,0
7522,VIAB US EQUITY,38.1,15345.9104,3.6745,0.64,10.3471,3.5365,0.2,1.2315,0.8728,262.3431,-0.081263564,-0.269291339,0
7523,VIAB US EQUITY,35.1,14096.1869,3.9886,1,9.5324,3.2581,0.2,1.1864,0.8766,261.202,-0.078740157,-0.122222222,0
7524,VLO US EQUITY,22.0604,13351.859,1.8132,1.5,6.121,0.7644,0.15,1.2996,0.7334,42.363,-0.062862677,0.576127359,1
7525,VLO US EQUITY,28.9388,17474.8748,1.7278,1.22,9.4743,0.9626,0.175,1.3278,0.8163,40.5384,0.311798517,0.180076575,1
7526,VLO US EQUITY,31.1677,18886.7882,2.0855,1.83,6.1423,0.9543,0.175,1.3798,0.8291,38.9555,0.077021162,0.617058686,1
7527,VLO US EQUITY,34.15,18514.1753,2.3426,0.58,7.2131,1.0124,0.225,1.3603,0.8073,35.6991,-0.017831464,0.354904832,1
7528,VLO US EQUITY,50.4,27193.9377,1.6865,2.39,11.1283,1.3871,0.225,1.4689,0.9775,32.9089,0.475841874,-0.017857143,0
7529,VLO US EQUITY,53.1,28286.6688,1.6949,1.55,10.7353,1.4223,0.25,1.4722,0.8843,32.1639,0.053571429,0.198116761,1
7530,VLO US EQUITY,50.1,26734.5697,1.8962,1.11,9.0664,1.3136,0.25,1.4733,0.9129,30.8156,-0.056497175,0.249500998,1
7531,VLO US EQUITY,46.27,24428.8627,2.1612,2.01,7.4056,1.1777,0.275,1.4611,0.7242,30.3058,-0.076447106,0.298897774,1
7532,VLO US EQUITY,49.5,25801.6303,2.1212,2.22,8.3376,1.2312,0.275,1.6647,0.6041,30.0603,0.069807651,0.428484848,1
7533,VLO US EQUITY,63.62,32702.505,1.8862,1.87,10.1517,1.5628,0.4,1.9444,1.1344,34.7859,0.285252525,0.00817353,0
7534,VLO US EQUITY,62.6,31839.7015,2.1565,2.67,8.3385,1.4582,0.4,1.8745,1.1692,33.3954,-0.016032694,-0.185303514,0
7535,VLO US EQUITY,60.1,29876.4202,2.4542,2.79,6.8313,1.3616,0.4,2.03,1.1974,33.7525,-0.039936102,-0.118136439,0
7536,VLO US EQUITY,70.71,34047.1088,2.4042,0.62,8.9055,1.6295,0.5,2.1301,1.0772,34.3495,0.176539101,-0.033800028,0
7537,VLO US EQUITY,64.14,30131.5678,2.9623,1.05,9.0084,1.4588,0.6,2.1935,1.1184,34.1242,-0.092914722,0.033520424,0
7538,VLO US EQUITY,51,23959.9332,4.1176,1.74,8.0835,1.1459,0.6,1.8701,1.0639,35.0869,-0.204864359,0.322745098,1
7539,VLO US EQUITY,53,24451.0683,4.3396,1.33,10.9298,1.1807,0.6,2.0523,1.1967,42.3663,0.039215686,0.451509434,1
7540,VLO US EQUITY,68.32,30926.0567,3.3665,0.81,14.0891,1.5219,0.6,2.0173,1.1513,38.3667,0.289056604,0.345286885,1
7541,VMC US EQUITY,60.23,7884.7187,0.2823,0.51,250.4647,1.8882,0.06,2.6167,1.5669,47.7521,-0.055215686,0.48098954,1
7542,VMC US EQUITY,65.73,8656.8434,0.3347,0.29,140.7564,2.0759,0.06,2.037,1.0981,47.5203,0.09131662,0.444850145,1
7543,VMC US EQUITY,84.3,11179.4462,0.3203,-0.3,94.2926,2.6882,0.1,1.6986,1.0843,54.1759,0.282519398,0.252313167,1
7544,VMC US EQUITY,83.93,11134.1951,0.3813,0.36,88.0861,2.6405,0.1,2.0176,1.1155,48.4122,-0.004389087,0.434052186,1
7545,VMC US EQUITY,89.2,11880.2243,0.4036,0.93,66.9389,2.7254,0.1,2.7754,1.7513,45.3701,0.062790421,0.275,1
7546,VMC US EQUITY,94.97,12661.304,0.4212,0.67,52.9954,2.8394,0.1,3.0683,1.9275,44.463,0.064686099,0.317784564,1
7547,VMC US EQUITY,105.57,14106.6592,0.4736,0.3,42.4126,3.1842,0.2,2.8262,1.7831,44.8209,0.111614194,0.141233305,1
7548,VMC US EQUITY,120.36,16030.5265,0.4985,0.93,40.4354,3.5744,0.2,3.0763,1.8778,44.2624,0.140096618,0.052509139,0
7549,VMC US EQUITY,113.73,15134.2359,0.6155,1.07,36.9303,3.3409,0.2,2.9834,1.8491,44.0449,-0.055084746,0.051613471,0
7550,VMC US EQUITY,125.15,16558.5064,0.5593,0.85,40.6386,3.6764,0.2,3.0549,1.7662,43.3658,0.100413259,0.025729125,0
7551,VMI US EQUITY,120.97,3211.4027,0.5952,2.27,17.2901,2.6206,0.225,3.3173,2.0354,37.5592,0.030321097,0.182855253,1
7552,VMI US EQUITY,131.5,3497.808,0.5817,2.14,17.0511,2.7898,0.225,3.4108,2.1709,35.2464,0.087046375,0.05634981,0
7553,VMI US EQUITY,136.55,3636.5176,0.6261,2.45,15.3962,2.6982,0.225,3.4574,2.255,34.555,0.038403042,0.092054193,0
7554,VMI US EQUITY,138.91,3718.9154,0.6839,2.12,13.2047,2.4461,0.25,3.6839,2.4322,31.0124,-0.029212384,-0.028651645,0
7555,VMI US EQUITY,148.84,3995.6037,0.6719,2.1,14.6198,2.5194,0.25,3.5151,2.2957,30.5092,-0.001877682,-0.17441548,0
7556,VMI US EQUITY,151.95,4084.9234,0.7404,2.4,16.0418,2.5155,0.375,3.5891,2.3606,30.721,0.020894921,-0.217703192,0
7557,VMI US EQUITY,140.9,3171.806,1.0646,3.12,23.0366,3.293,0.375,3.5822,2.399,76.9797,0.047038716,0.17707594,1
7558,VMW US EQUITY,91.04,38896.4483,0,0.45,52.3551,7.4795,0,2.5562,2.4208,8.4575,-0.189819347,-0.264169596,0
7559,VMW US EQUITY,96.74,41256.4179,0,0.37,55.1514,7.7684,0,2.1529,2.0114,8.0865,0.062609842,-0.163737854,0
7560,VMW US EQUITY,94.14,40269.5995,0,0.48,54.8526,7.0308,0,2.0887,1.9734,7.8397,-0.026876163,-0.047057574,0
7561,VMW US EQUITY,80.9,34747.9424,0,0.61,38.6929,5.3421,0,2.4121,2.3079,6.8944,0.207642932,0.159950556,1
7562,VMW US EQUITY,89.71,38608.135,0,0.78,37.3375,5.6641,0,2.3325,2.2457,6.6021,0.108899876,-0.080147141,0
7563,VMW US EQUITY,108.02,46533.0088,0,0.46,44.9691,6.5833,0,2.3721,2.2653,21.2164,0.204102107,-0.240788743,0
7564,VMW US EQUITY,96.81,41678.1955,0,0.39,41.1267,5.872,0,2.2414,2.1302,21.1595,-0.103777078,-0.114347691,0
7565,VMW US EQUITY,93.84,40361.7487,0,0.45,40.1161,5.4448,0,2.3242,2.1931,20.1721,-0.030678649,-0.160379369,0
7566,VMW US EQUITY,82.52,35523.5883,0,0.76,34.7419,4.6736,0,2.2848,2.1509,19.7733,-0.120630861,-0.31446922,0
7567,VMW US EQUITY,82.01,35068.8361,0,0.46,33.6166,4.6658,0,2.3066,2.1765,20.0428,-0.00618032,-0.362150957,0
7568,VMW US EQUITY,85.74,36342.0004,0,0.41,33.6624,4.9646,0,2.2028,2.0759,20.517,0.045482258,-0.332633543,0
7569,VMW US EQUITY,78.79,33255.0281,0,0.61,29.3598,4.4141,0,2.3099,2.1955,19.9097,-0.081059016,-0.069044295,0
7570,VMW US EQUITY,56.57,23817.0788,0,0.89,20.2042,3.0142,0,2.2669,2.2141,18.9322,-0.282015484,0.391727064,1
7571,VMW US EQUITY,52.31,22158.1132,0,0.38,18.9385,2.6828,0,2.4288,2.3881,18.1357,-0.075304932,0.76142229,1
7572,VMW US EQUITY,57.22,24276.8776,0,0.62,20.632,2.8212,0,2.4583,2.3946,17.3692,0.093863506,0.527962251,1
7573,VMW US EQUITY,73.35,31130.3451,0,0.76,25.3665,3.7322,0,2.3698,2.3247,18.4411,0.281894443,0.488616224,1
7574,VMW US EQUITY,78.73,32402.5823,0,1.07,27.227,4.0059,0,2.2694,2.161,18.5254,0.073346967,0.591769338,1
7575,VRSK US EQUITY,47.61,7895.3378,0,0.5,27.1865,169.0158,0,0.5407,0.4163,1103.484,-0.033495737,0.36441924,1
7576,VRSK US EQUITY,50.97,8501.7192,0,0.59,26.5017,33.4482,0,0.6672,0.4666,571.7827,0.070573409,0.289385913,1
7577,VRSK US EQUITY,64.96,10907.7877,0,0.57,31.6824,22.6244,0,1.0103,0.7719,271.3506,0.088107203,-0.062653941,0
7578,VRSK US EQUITY,65.72,11056.2017,0,0.52,33.1861,20.0978,0,1.1013,0.7613,233.0008,0.011699507,-0.025410834,0
7579,VRSK US EQUITY,59.96,10003.4609,0,0.69,29.6499,16.6552,0,1.3172,1.1728,212.7195,-0.087644553,0.190793863,1
7580,VRSK US EQUITY,60.02,9986.8541,0,0.53,28.9625,14.7648,0,1.1574,0.9877,188.593,0.001000667,0.212262579,1
7581,VRSK US EQUITY,60.89,10136.6706,0,0.6,28.9745,13.8862,0,1.2571,1.1133,175.8524,0.014495168,0.213828215,1
7582,VRSK US EQUITY,64.05,10563.1425,0,0.59,28.9587,47.9255,0,0.4985,0.3118,680.8717,0.051896863,0.200312256,1
7583,VRSK US EQUITY,71.4,11288.944,0,0.62,30.9197,34.0621,0,0.6396,0.5401,393.7743,0.114754098,0.119327731,1
7584,VRSK US EQUITY,72.76,12231.4871,0,0.99,26.5611,9.8501,0,0.3567,0.2436,266.7847,0.019047619,0.114348543,1
7585,VRSK US EQUITY,73.91,12452.855,0,0.78,25.5717,9.5144,0,0.4009,0.2846,243.4742,0.015805388,0.099715871,0
7586,VRSK US EQUITY,76.88,13025.6511,0,0.67,26.9916,9.4937,0,0.4087,0.2402,229.2784,0.040184008,0.055801249,0
7587,VRSK US EQUITY,79.92,13429.3148,0,0.55,27.6675,10.4032,0,0.4141,0.3053,231.0037,0.039542144,0.015265265,0
7588,VRSK US EQUITY,81.08,13634.929,0,1.56,31.6453,9.4352,0,0.8078,0.717,156.9311,0.014514515,0.040577208,0
7589,VRSK US EQUITY,81.28,13733.8991,0,0.76,31.598,9.2737,0,0.8343,0.7155,154.9611,0.0024667,0.023499016,0
7590,VRSK US EQUITY,81.17,13591.9943,0,0.65,31.5552,9.2612,0,0.8058,0.5655,179.1504,-0.001353346,0.182702969,1
7591,VRTX US EQUITY,55.92,11802.5365,0,-0.31,27.5502,12.6722,0,4.1961,3.7106,32.1645,0.363569861,0.431688126,1
7592,VRTX US EQUITY,55.89,12061.4809,0,-0.27,19.7546,11.6024,0,4.0187,3.5359,31.6269,-0.000536481,0.356593308,1
7593,VRTX US EQUITY,41.9,9085.0556,0,-0.35,937.3182,9.1118,0,3.6743,3.3851,34.7443,-0.250313115,0.77326969,1
7594,VVC US EQUITY,29.52,2420.4452,4.7087,0.31,16.4843,1.6231,0.35,0.8049,0.4358,123.6906,0.015829319,0.14600271,1
7595,VVC US EQUITY,28.6,2346.9046,4.8776,0.48,14.8897,1.5727,0.35,0.7269,0.3876,126.2382,-0.031165312,0.166083916,1
7596,VVC US EQUITY,29.4,2414.6749,4.7789,0.52,15.2332,1.5836,0.355,0.8541,0.5303,127.0297,0.027972028,0.207482993,1
7597,VVC US EQUITY,33.35,2745.2239,4.2579,0.52,21.1076,1.7942,0.355,1.0016,0.5766,124.4777,-0.01418859,0.196401799,1
7598,VVC US EQUITY,35.5,2923.8217,4.0141,0.6,21.3855,1.882,0.36,1.2349,0.8127,120.6781,0.064467766,0.302253521,1
7599,VVC US EQUITY,39.39,3248.1607,3.6304,0.62,23.5868,2.0599,0.36,1.3106,0.9632,116.0877,0.109577465,0.120588982,1
7600,VVC US EQUITY,42.5,3504.7559,3.3765,0.14,22.2154,2.2453,0.36,1.6628,0.5482,118.8717,0.078954049,-0.094588235,0
7601,VVC US EQUITY,39.9,3291.8909,3.609,0.57,17.9036,2.0821,0.36,1.1536,0.6583,103.7128,-0.061176471,0.052882206,0
7602,VVC US EQUITY,46.23,3815.7272,3.1581,0.68,20.0251,2.3768,0.38,0.9,0.5863,107.9111,0.158646617,-0.082414017,0
7603,VVC US EQUITY,44.14,3647.0591,3.353,0.69,18.5571,2.2314,0.38,0.823,0.6124,96.6277,-0.045208739,0.145446307,1
7604,VVC US EQUITY,38.48,3179.5524,3.8981,0.43,14.6006,1.9404,0.38,0.9021,0.6108,101.7622,-0.128228364,0.368762994,1
7605,VVC US EQUITY,42.01,3472.7109,3.6182,0.48,18.4254,2.1062,0.38,0.8702,0.5545,104.3771,0.091735967,0.194953582,1
7606,VVC US EQUITY,42.42,3508.2941,3.6304,0.79,17.749,2.086,0.4,1.2493,0.8426,106.9248,0.009759581,0.229372937,1
7607,VVC US EQUITY,50.56,4186.5201,3.0854,0.58,22.1754,2.462,0.4,1.2752,0.8387,101.5173,0.191890618,0.159216772,1
7608,VVC US EQUITY,52.67,4361.3936,2.9998,0.39,23.5134,2.5635,0.4,1.0902,0.6332,103.38,0.041732595,0.109550028,1
7609,VVC US EQUITY,50.2,4158.3602,3.1873,0.74,20.08,2.404,0.4,0.9964,0.6127,106.5796,-0.046895766,0.310159363,1
7610,VVC US EQUITY,52.15,4321.5724,3.0681,0.84,20.86,2.4974,0.42,0.8194,0.5629,107.9351,0.038844622,0.246788111,1
7611,VWR US EQUITY,25.69,3374.6051,0,0.08,18.9198,2.5016,0,1.477,0.8703,164.2285,-0.038907594,0.103931491,1
7612,VWR US EQUITY,28.31,3718.7649,0,0.41,20.8671,2.705,0,1.5053,0.8784,156.4936,0.101985208,-0.11586012,0
7613,VWR US EQUITY,27.06,3556.2082,0,0.3,24.7377,2.4379,0,1.4453,0.8519,150.3668,-0.044154009,0.042128603,0
7614,VWR US EQUITY,28.9,3799.7013,0,0.32,22.7868,2.5664,0,1.5044,0.8662,142.4838,0.067997044,0.142214533,1
7615,VWR US EQUITY,28.36,3728.7034,0,0.31,21.0591,2.4357,0,1.5601,0.9119,137.3261,-0.018685121,0.167489422,1
7616,VZ US EQUITY,44.44,126254.04,4.4723,0.64,19.9066,3.4429,0.5,1.0295,0.849,57.9367,0.162437876,0.132763276,1
7617,VZ US EQUITY,45.57,129828.93,4.3889,0.56,19.7921,3.4946,0.515,0.9615,0.7764,57.0044,0.025427543,0.024248409,0
7618,VZ US EQUITY,43.27,123492.58,4.6915,-1.48,19.7792,3.7304,0.515,0.7878,0.5987,60.78,-0.050471802,0.13565981,1
7619,VZ US EQUITY,46.675,133567.3383,4.4456,0.78,18.6806,3.818,0.53,2.4332,2.2928,109.8322,-0.072804926,0.071023032,0
7620,VZ US EQUITY,49.14,140626.431,4.2532,1.77,17.3051,3.6213,0.53,2.6245,2.4609,98.0873,0.052811998,-0.048026048,0
7621,VZ US EQUITY,47.57,196994.0595,4.4251,1.15,15.8428,15.498,0.53,0.9179,0.6183,792.4987,-0.031949532,0.022282951,0
7622,VZ US EQUITY,48.93,202626.4169,4.3327,1.02,15.3959,13.6116,0.53,0.8639,0.7319,686.8536,0.028589447,-0.047414674,0
7623,VZ US EQUITY,49.99,207220.1444,4.2809,0.89,15.1514,12.514,0.55,0.9213,0.786,607.9141,0.021663601,-0.129625925,0
7624,VZ US EQUITY,46.78,194124.0715,4.6174,-0.54,13.9704,15.8049,0.55,1.054,0.8985,828.2466,-0.064212843,-0.011970928,0
7625,VZ US EQUITY,48.63,198410.4,4.4828,1.03,13.7938,21.2375,0.55,0.7953,0.614,1053.8898,0.039546815,0.112070738,1
7626,VZ US EQUITY,46.61,190098.2819,4.72,1.04,12.735,16.6011,0.55,0.7016,0.5469,882.9501,-0.041538145,0.198026175,1
7627,VZ US EQUITY,43.51,176898.2331,5.0908,0.99,11.4199,13.4752,0.565,0.6311,0.5012,772.4109,-0.066509333,0.194667892,1
7628,VZ US EQUITY,46.22,188063.3122,4.8248,1.32,11.6093,11.4598,0.565,0.6378,0.5214,615.0039,0.062284532,0.154911294,1
7629,VZ US EQUITY,54.08,220646.4,4.1513,1.06,13.8107,11.8258,0.565,0.7089,0.5503,546.5851,0.170056253,-0.098557692,0
7630,VZ US EQUITY,55.84,227619.9267,4.0473,0.17,14.6259,11.8281,0.565,0.6058,0.4694,480.7414,0.032544379,-0.2002149,0
7631,VZ US EQUITY,51.98,211886.1654,4.3719,0.89,14.1043,10.357,0.5775,0.8456,0.7021,484.8792,-0.069126074,-0.04790304,0
7632,VZ US EQUITY,53.38,217610.7247,4.2572,1.1,14.4842,10.6359,0.5775,0.87,0.6721,449.7254,0.026933436,-0.008430124,0
7633,WAB US EQUITY,39.005,3757.7106,0.1282,0.675,16.9382,3.3519,0.0075,2.0778,1.2288,38.3945,0.035027199,0.369824381,1
7634,WAB US EQUITY,40.145,3845.1122,0.1308,0.66,16.3968,3.3401,0.025,2.1899,1.3174,35.1658,0.029227022,0.566072985,1
7635,WAB US EQUITY,43.77,4192.0631,0.1656,0.675,16.4241,3.2706,0.025,1.9762,1.0951,24.7966,0.090297671,0.696824309,1
7636,WAB US EQUITY,62.87,6052.5508,0.1829,0.77,20.5951,4.0026,0.04,2.4816,1.5713,35.5751,0.176679768,0.289009066,1
7637,WAB US EQUITY,74.27,7152.5684,0.175,0.77,23.6277,4.4934,0.04,2.3007,1.0963,28.3971,0.181326547,0.16992056,1
7638,WAB US EQUITY,77.5,7439.7623,0.1871,0.84,24.1365,4.4518,0.04,2.4689,1.1774,26.8172,0.043489969,0.225935484,1
7639,WAB US EQUITY,82.59,7965.7126,0.1937,0.92,24.7347,4.5084,0.04,2.2843,1.0338,28.3685,0.065677419,0.141058239,1
7640,WAB US EQUITY,81.04,7805.071,0.2221,0.94,22.556,4.3611,0.06,2.2732,1.0189,29.1707,-0.018767405,0.086500494,0
7641,WAB US EQUITY,86.89,8363.5815,0.2302,0.96,22.9736,4.6288,0.06,2.2169,1.1767,28.8224,0.072186575,-0.181493843,0
7642,WAB US EQUITY,95.01,9153.6074,0.2316,1,24.1916,5.0538,0.06,2.1615,1.0705,23.1647,0.09345149,-0.165456268,0
7643,WAB US EQUITY,94.24,9104.9658,0.2547,1.05,23.0343,4.6589,0.06,2.2586,1.1013,20.4886,-0.00810441,-0.254775042,0
7644,WAB US EQUITY,88.05,8512.1527,0.2953,1.03,21.1243,4.2814,0.08,2.5206,1.0425,22.7163,-0.065683362,-0.072685974,0
7645,WAB US EQUITY,71.12,6861.5206,0.3937,1.06,16.5841,3.8429,0.08,2.3166,1.0848,40.6878,-0.192277115,0.167322835,1
7646,WAB US EQUITY,79.29,7133.5224,0.3784,1.03,18.2336,4.2613,0.08,2.5645,1.1228,47.783,0.114876265,-0.016269391,0
7647,WAB US EQUITY,70.23,6328.1114,0.4556,1,16.353,3.6743,0.08,2.5587,1.1193,43.1242,-0.114264094,0.302862025,1
7648,WAB US EQUITY,81.65,7358.3412,0.4164,0.92,19.832,4.2107,0.1,2.7125,1.1647,47.3798,0.162608572,-0.072259645,0
7649,WAB US EQUITY,83.02,7394.8764,0.4095,0.42,20.1648,4.2814,0.1,1.9823,0.7369,63.5837,0.016778934,-0.019152012,0
7650,WAT US EQUITY,79.47,7062.618,0,1.11,16.9188,5.4831,0,2.8619,2.4212,87.2233,-0.14234837,0.258965647,1
7651,WAT US EQUITY,83.33,7306.2079,0,1.13,17.2492,5.7853,0,2.7848,2.3592,86.3013,0.048571788,0.274570983,1
7652,WAT US EQUITY,87.12,7575.4413,0,2.03,17.8929,5.1292,0,4.4775,3.8545,80.2655,0.045481819,0.147842057,1
7653,WAT US EQUITY,106.21,9051.0259,0,1.15,21.9062,5.5729,0,4.9281,4.2056,79.9292,0.061569215,-0.066754543,0
7654,WAT US EQUITY,100,8513.0356,0,1.67,20.1271,4.8106,0,5.2433,4.5836,75.0548,-0.058469071,0.1272,1
