Count,Company,PX_LAST,CUR_MKT_CAP,AVERAGE_DIVIDEND_YIELD,IS_EPS,PE_RATIO,PX_TO_BOOK_RATIO,EQY_DPS,CUR_RATIO,QUICK_RATIO,TOT_DEBT_TO_TOT_EQY,return_quarter,return_year,ten_percent_or_greater
193,ADM US EQUITY,27.39,18038.1305,3.8335,0.77,11.4947,0.954,0.35,1.7514,0.3804,49.8667,0.007726269,0.584519898,1
194,ADM US EQUITY,36.84,24284.3978,2.4973,0.72,15.494,1.2407,0.19,1.897,0.5047,35.1835,0.08640519,0.387079262,1
195,ADM US EQUITY,43.4,28555.902,1.7512,0.56,19.2575,1.419,0.19,1.8221,0.4697,34.02,0.178067318,0.198156682,1
196,ADM US EQUITY,43.39,28453.6043,1.8668,0.4,19.4655,1.4194,0.24,1.949,0.3596,28.2773,-0.000230415,0.092417608,0
197,ADM US EQUITY,44.11,28868.5331,1.9497,0.81,16.5218,1.4161,0.24,2.0737,0.5442,27.8055,0.016593685,0.093176151,0
198,ADM US EQUITY,51.1,32986.1104,1.7808,1.15,16.7961,1.6321,0.24,1.9372,0.5366,27.3481,0.158467468,-0.188845401,0
199,ADM US EQUITY,52,33476.9519,1.8462,1.08,14.8927,1.6922,0.24,1.6682,0.3025,28.8334,0.017612524,-0.294615385,0
200,ADM US EQUITY,47.4,29811.5623,2.1097,0.78,12.2129,1.5822,0.28,1.6787,0.2662,34.3392,-0.088461538,-0.233966245,0
201,ADM US EQUITY,48.22,29914.406,2.1568,0.62,13.9393,1.5966,0.28,1.7566,0.3134,37.3047,0.017299578,-0.110535048,0
202,ADM US EQUITY,41.45,25240.5429,2.6055,0.41,13.5666,1.3946,0.28,1.6309,0.2647,37.9349,-0.140398175,0.017370326,0
203,ADM US EQUITY,36.68,21888.4184,3.0534,1.19,14.7086,1.2193,0.28,1.6164,0.2546,32.8049,-0.115078408,0.236641221,1
204,ADM US EQUITY,36.31,21319.608,3.1396,0.39,17.0986,1.1908,0.3,1.6298,0.2719,37.1015,-0.010087241,0.267970256,1
205,ADM US EQUITY,42.89,25201.3959,2.7046,0.48,21.3294,1.4163,0.3,1.5145,0.2407,41.7053,0.181217296,-0.035206342,0
206,ADM US EQUITY,42.17,24532.9535,2.7982,0.58,20.9558,1.3898,0.3,1.6129,0.2757,40.1966,-0.01678713,0.013753853,0
207,ADM US EQUITY,45.36,26100.1285,2.6014,0.73,22.541,1.4949,0.3,1.5976,0.2424,40.2848,0.075646194,-0.116402116,0
208,ADP US EQUITY,47.5303,26498.6315,3.1769,0.53,17.6728,3.602,0.395,1.0869,0.1277,0.2748,-0.015446599,0.270949268,1
209,ADP US EQUITY,51.4605,28689.7328,3.0023,0.63,19.0278,4.0754,0.395,1.0725,0.1171,0.259,0.082688306,0.233890071,1
210,ADP US EQUITY,49.9428,27638.0296,3.2437,0.81,18.1924,3.7852,0.435,1.0831,0.1195,0.2471,-0.029492523,0.419269644,1
211,ADP US EQUITY,63.4966,34946.7352,2.7403,0.68,23.0096,4.94,0.435,0.9606,0.1496,40.2274,0.051118549,0.147829963,1
212,ADP US EQUITY,70.8823,38898.6896,2.5183,0.79,26.3571,5.4522,0.48,1.054,0.0985,0.2013,0.116316464,0.176175152,1
213,ADP US EQUITY,67.7776,37225.8405,2.7,1.09,25.9322,4.9368,0.48,1.0684,0.1235,0.1829,-0.04380078,0.263544298,1
214,ADP US EQUITY,69.5497,38221.0651,2.6959,0.6,27.1927,5.007,0.48,1.1376,0.2116,32.7501,0.026145806,0.153563567,1
215,ADP US EQUITY,72.8833,39954.178,2.6343,0.62,27.699,6.026,0.48,1.1137,0.2516,33.4271,0.047931192,0.102584543,1
216,ADP US EQUITY,83.37,40189.0749,2.315,0.7,30.9275,7.2422,0.49,1.0638,0.0965,0.1875,0.143883441,0.016192875,0
217,ADP US EQUITY,85.64,40692.0258,2.2653,1.04,30.2966,7.7915,0.49,1.0677,0.1112,0.1873,0.02722802,0.047524521,0
218,ADP US EQUITY,80.23,37669.9119,2.4305,0.72,27.7314,7.7819,0.49,1.0625,0.1185,0.1913,-0.063171415,0.145082887,1
219,ADP US EQUITY,80.36,37389.3391,2.439,0.73,27.2647,8.0426,0.49,1.135,0.1797,43.091,0.001620342,0.097560976,0
220,ADP US EQUITY,84.72,39073.4261,2.3607,0.75,28.4744,9.239,0.53,1.0983,0.1372,47.4252,0.054255849,0.221081209,1
221,ADP US EQUITY,89.71,41037.9419,2.274,1.17,28.7863,9.0861,0.53,1.0825,0.1165,44.5839,0.058899906,0.141344332,1
222,ADP US EQUITY,91.87,41849.9812,2.2641,0.62,28.1697,9.3416,0.53,1.1019,0.1376,44.7987,0.024077583,0.115271579,1
223,ADP US EQUITY,88.2,40075.8938,2.4036,0.82,25.5471,9.4029,0.53,1.1274,0.1661,47.2389,-0.039947752,0.236054422,1
224,ADP US EQUITY,103.45,46673.8694,2.0493,1.14,29.9643,11.0287,0.57,1.0865,0.1379,52.4888,0.172902494,0.132817786,1
225,ADS US EQUITY,132.77,6928.1909,0,2.07,24.3415,22.7593,0,1.9179,0.2466,672.6803,0.054232174,0.363485727,1
226,ADS US EQUITY,141.95,7407.2207,0,2.39,24.2079,19.6434,0,1.6707,0.2196,496.1451,0.069142125,0.489749912,1
227,ADS US EQUITY,144.76,7224.5375,0,1.68,22.9772,13.587,0,1.8145,0.251,540.191,0.019795703,0.816316662,1
228,ADS US EQUITY,211.47,10307.6354,0,2.73,31.2814,14.466,0,2.5998,0.32,377.1774,0.168148926,0.174019956,1
229,ADS US EQUITY,262.93,12808.0232,0,2.4,35.7816,15.8386,0,2.3049,0.3024,327.227,0.24334421,0.087932149,0
230,ADS US EQUITY,272.45,14486.879,0,2.59,36.0001,15.6657,0,2.5063,0.2726,248.3326,0.036207356,0.087355478,0
231,ADS US EQUITY,281.25,15245.9936,0,2.54,34.8556,16.0421,0,2.3517,0.2332,279.4683,0.032299504,0.038008889,0
232,ADS US EQUITY,248.27,13786.0132,0,2.84,28.2202,13.6477,0,2.1231,0.203,302.2533,-0.117262222,0.043138519,0
233,ADS US EQUITY,286.05,18313.027,0,0.87,31.5353,7.6171,0,2.1909,0.2887,200.1559,0.152173037,-0.033141059,0
234,ADS US EQUITY,296.25,18606.0604,0,2.34,31.8146,9.6267,0,2.0807,0.2169,307.4475,0.035658102,-0.257383966,0
235,ADS US EQUITY,291.94,18109.1125,0,2.12,31.627,9.1974,0,2.1992,0.2282,296.4187,-0.014548523,-0.328903199,0
236,ADS US EQUITY,258.98,15910.0365,0,2.09,27.9474,8.1266,0,2.3605,0.2713,289.7004,-0.112899911,-0.171634875,0
237,ADS US EQUITY,276.57,16909.0212,0,2.36,28.9496,7.8981,0,2.5379,0.2927,230.4308,0.067920303,-0.171095925,0
238,ADS US EQUITY,220,13048.6938,0,2.36,22.9561,7.4546,0,2.4432,0.2357,285.6951,-0.204541346,0.131818182,1
239,ADS US EQUITY,195.92,11547.4797,0,1.24,22.482,6.6375,0,2.2331,0.2653,450.9279,-0.109454545,0.310177624,1
240,ADS US EQUITY,214.53,12556.2434,0,3.56,22.6059,6.9514,0,2.3658,0.294,326.6061,0.09498775,0.028341025,0
241,ADS US EQUITY,229.25,13241.296,0,0.18,24.157,7.4283,0,2.1225,0.2878,337.8,0.068615112,0.105692475,1
242,ADSK US EQUITY,33.92,7794.8161,0,0.28,27.4443,3.752,0,2.1108,1.9881,0,-0.138430277,0.043337264,0
243,ADSK US EQUITY,31.852,7227.2186,0,0.13,28.1385,3.5468,0,1.7503,1.6466,5.4512,-0.060966981,0.252668592,1
244,ADSK US EQUITY,38.88,8736.3359,0,0.33,34.6427,4.2549,0,2.4455,2.3468,36.4918,0.220645485,0.318158436,1
245,ADSK US EQUITY,39.38,8813.2441,0,0.25,37.4404,4.2469,0,2.5629,2.4226,35.7784,0.012860082,0.219400711,1
246,ADSK US EQUITY,35.39,7955.6721,0,0.28,34.5381,3.8477,0,2.5489,2.408,36.3707,-0.101320467,0.507487991,1
247,ADSK US EQUITY,39.9,8877.75,0,0.26,37.0493,4.1452,0,2.6557,2.494,34.5159,0.127437129,0.442105263,1
248,ADSK US EQUITY,51.25,11562.0003,0,0.24,51.6344,5.1375,0,2.6458,2.5112,33.0046,0.284461153,0.080195122,0
249,ADSK US EQUITY,48.02,10923.5337,0,0.12,54.5661,4.7733,0,2.3155,2.1838,32.6211,-0.06302439,0.183465223,1
250,ADSK US EQUITY,53.35,12156.6982,0,0.14,72.9592,5.3092,0,2.117,1.9629,32.7056,0.110995419,-0.051921275,0
251,ADSK US EQUITY,57.54,13075.1853,0,0.05,112.6332,5.7629,0,2.0604,1.9082,32.9292,0.078537957,-0.043100452,0
252,ADSK US EQUITY,55.36,12595.5353,0,0.05,108.3659,5.5445,0,1.9079,1.7751,33.485,-0.037886688,-0.154263006,0
253,ADSK US EQUITY,56.83,12935.6877,0,0.08,198.5966,5.8148,0,1.8429,1.6901,33.6001,0.026553468,0.08023931,0
254,ADSK US EQUITY,50.58,11514.6501,0,-1.18,175.0432,6.0523,0,2.2072,2.119,78.1347,-0.109977125,0.175365757,1
255,AEE US EQUITY,33.56,8142.8207,4.6782,0.87,14.8082,1.0955,0.4,1.3437,0.6095,89.4416,0.044181705,0.026221692,0
256,AEE US EQUITY,32.67,7926.8758,4.8515,1.54,13.7752,1.0491,0.4,1.5563,0.7555,87.1169,-0.026519666,0.066421794,0
257,AEE US EQUITY,30.72,7453.7381,5.2083,-4.76,14.3738,1.1265,0.4,1.3388,0.3351,90.9857,-0.059687787,0.177083333,1
258,AEE US EQUITY,34.84,8453.392,4.5924,1.25,17.7862,1.2857,0.4,1.0139,0.3014,91.5688,0.011614402,0.100172216,1
259,AEE US EQUITY,36.16,8773.6698,4.4248,0.15,17.1609,1.3405,0.4,0.8013,0.3795,95.8121,0.037887486,0.275719027,1
260,AEE US EQUITY,41.2,9996.5486,3.8835,0.4,18.0139,1.5346,0.4,0.6752,0.3728,98.7829,0.139380531,0.024271845,0
261,AEE US EQUITY,40.88,9918.9105,3.9139,0.61,16.5699,1.5091,0.4,0.8499,0.4377,100.3426,-0.00776699,-0.078277886,0
262,AEE US EQUITY,38.33,9300.1917,4.1743,1.21,15.8724,1.3727,0.4,0.9165,0.3775,96.8334,-0.062377691,0.102791547,1
263,AEE US EQUITY,46.13,11192.7431,3.4901,0.2,19.1411,1.6671,0.41,0.7532,0.3442,100.9336,0.203495956,-0.062865814,0
264,AEE US EQUITY,42.2,10239.1884,3.8389,0.45,17.1545,1.5271,0.41,0.7909,0.3341,105.0979,-0.085194017,0.187203791,1
265,AEE US EQUITY,37.68,9142.4791,4.3259,0.61,15.539,1.3514,0.41,0.779,0.3412,105.1549,-0.107109005,0.421974522,1
266,AEE US EQUITY,42.27,10256.1728,3.8798,1.42,16.0425,1.462,0.41,0.7967,0.3724,100.0419,0.121815287,0.163472912,1
267,AEE US EQUITY,43.23,10489.1022,3.7937,0.12,16.8546,1.5099,0.41,0.9159,0.4859,106.8849,0.022711143,0.215822346,1
268,AEE US EQUITY,50.1,12156.0033,3.3034,0.43,19.6866,1.7694,0.425,0.7928,0.3714,108.3583,0.158917418,0.089620758,0
269,AEE US EQUITY,53.58,13000.3724,3.1168,0.61,20.8482,1.8779,0.425,0.656,0.3502,110.6172,0.069461078,0.020343412,0
270,AEE US EQUITY,49.18,11932.7793,3.4262,1.52,18.3507,1.6587,0.425,0.6979,0.371,104.2399,-0.082120194,0.186661244,1
271,AEE US EQUITY,52.56,12752.8849,3.2059,0.13,19.6119,1.7727,0.44,0.5957,0.3007,108.1297,0.068727125,0.122336377,1
272,AEP US EQUITY,39.93,19338.9698,4.6582,0.75,9.3286,1.3015,0.47,0.6997,0.2257,123.3342,0.043103448,0.121462559,1
273,AEP US EQUITY,43.94,21306.6197,4.2558,1,10.1821,1.4196,0.47,0.684,0.2453,120.4952,0.100425745,-0.013427401,0
274,AEP US EQUITY,42.68,20710.4322,4.4049,0.05,14.0107,1.3604,0.47,0.6726,0.3626,122.977,-0.028675467,0.095126523,0
275,AEP US EQUITY,43.35,21101.5915,4.4291,0.89,14.2108,1.3401,0.49,0.7584,0.4025,119.1778,-0.031933899,0.20438293,1
276,AEP US EQUITY,46.74,22775.9521,4.172,0.71,14.697,1.4174,0.5,0.7052,0.3814,118.9482,0.078200692,0.299101412,1
277,AEP US EQUITY,50.66,24712.9848,3.9084,1.15,14.1795,1.5062,0.5,0.665,0.3904,118.2715,0.083868207,0.110343466,1
278,AEP US EQUITY,55.77,27220.3893,3.5682,0.8,15.3058,1.6433,0.5,0.5688,0.328,118.2213,0.100868535,-0.050206204,0
279,AEP US EQUITY,52.21,25513.4805,3.8307,1.01,14.7523,1.5143,0.5,0.5513,0.3174,114.6278,-0.063833602,0.089063398,0
280,AEP US EQUITY,60.72,29706.6819,3.3432,0.3906,18.1308,1.7667,0.53,0.5621,0.2992,118.0326,0.162995595,-0.040349144,0
281,AEP US EQUITY,56.25,27541.1556,3.6622,1.29,16.2869,1.5984,0.53,0.5774,0.3328,116.4425,-0.073616601,0.180444444,1
282,AEP US EQUITY,52.97,25952.2254,3.9456,0.88,15.0097,1.4904,0.53,0.6353,0.3716,118.5816,-0.058311111,0.323201812,1
283,AEP US EQUITY,56.86,27893.2206,3.7285,1.06,15.8607,1.5768,0.53,0.6444,0.3324,114.1115,0.073437795,0.129264861,1
284,AEP US EQUITY,58.27,28599.9307,3.6897,0.96,18.7414,1.5993,0.56,0.5729,0.31,113.7828,0.024797749,0.085979063,0
285,AEP US EQUITY,66.4,32607.3727,3.2831,1.02,23.1001,1.7995,0.56,0.5741,0.2915,115.7753,0.139522911,0.010993976,0
286,AEP US EQUITY,70.09,34436.1552,3.1531,1.02,23.8015,1.8743,0.56,0.564,0.301,117.3818,0.055572289,-0.00884577,0
287,AEP US EQUITY,64.21,31572.6633,3.4886,-1.56,20.0916,1.8227,0.56,0.7647,0.3048,122.1415,-0.083892139,0.097959819,0
288,AEP US EQUITY,63.28,31115.5067,3.5398,0.76,19.8006,1.7963,0.59,0.6353,0.2589,126.1152,-0.014483725,0.162610619,1
289,AES US EQUITY,12.62,9685.7214,0,0.18,26.2238,1.4925,0,1.1816,0.7441,226.8086,-0.030721966,-0.049920761,0
290,AES US EQUITY,10.97,8205.5171,0,-2.1,30.8454,1.3429,0.04,1.1539,0.7291,272.4286,-0.130744849,0.211485871,1
291,AES US EQUITY,10.7,7960.384,0.7477,0.2355,9.0542,1.743,0.04,1.0176,0.6169,272.932,-0.02461258,0.356074766,1
292,AES US EQUITY,13.29,9855.566,1.2039,0.0957,11.2713,2.0495,0.04,1.0302,0.6561,261.5117,0.108423686,0.066967645,0
293,AES US EQUITY,14.51,10482.6292,1.4473,-0.28,12.7374,2.4212,0.09,1.0112,0.6106,272.3379,0.091798345,-0.050999311,0
294,AES US EQUITY,14.28,10337.6854,1.8207,-0.08,12.406,2.4702,0.05,1.019,0.5893,278.3392,-0.015851137,-0.100140056,0
295,AES US EQUITY,15.55,11278.9492,1.4791,0.18,14.1527,2.6706,0.05,1.111,0.6942,286.3564,0.088935574,-0.147266881,0
296,AES US EQUITY,14.18,10255.9568,1.6925,0.68,11.8197,2.3089,0.05,1.1151,0.7226,275.5887,-0.088102894,-0.309590973,0
297,AES US EQUITY,13.77,9818.6479,2.5418,0.29,11.1519,2.2687,0.2,1.1185,0.7084,281.7506,-0.028913963,-0.305010893,0
298,AES US EQUITY,12.85,9036.1774,3.1128,0.2,10.3819,2.2457,0.1,1.161,0.718,277.2628,-0.06681191,-0.081712062,0
299,AES US EQUITY,13.26,9049.1698,3.3937,0.1,10.7769,2.3425,0.1,1.1451,0.661,272.4088,0.031906615,-0.058823529,0
300,AES US EQUITY,9.79,6684.8748,5.1073,0.27,8.2261,1.8511,0.1,1.105,0.6684,295.728,-0.261689291,0.312563841,1
301,AES US EQUITY,9.57,6439.2911,5.3292,-0.13,8.437,2.0265,0.21,0.9879,0.5816,299.3144,-0.02247191,0.222570533,1
302,AES US EQUITY,11.8,7784.8534,4.4068,0.19,11.2824,2.4293,0.11,1.0571,0.6686,299.8396,0.233019854,-0.052542373,0
303,AES US EQUITY,12.48,8224.3337,4.2468,-0.73,12.9955,2.9734,0.11,1.1874,0.6268,323.3738,0.057627119,-0.109775641,0
304,AES US EQUITY,12.85,8469.2998,4.2023,0.26,14.1755,2.9391,0.11,1.2767,0.7005,318.3708,0.029647436,-0.137743191,0
305,AES US EQUITY,11.7,7712.3588,4.6154,-1.44,12.9069,2.676,0.23,1.2158,0.6055,300.1234,-0.089494163,-0.074358974,0
306,AET US EQUITY,39.85,13843.8898,1.2547,1.34,7.8743,1.3442,0.175,0.7676,0.4903,45.8892,-0.195924132,0.594479297,1
307,AET US EQUITY,39.6,13234.3205,1.3258,1.49,7.9034,1.2904,0.175,0.7535,0.49,42.9998,-0.006273526,0.616666667,1
308,AET US EQUITY,46.31,15490.695,1.5655,0.56,9.053,1.458,0.2,0.9759,0.6636,65.0069,0.169444444,0.481105593,1
309,AET US EQUITY,64.02,23821.8424,1.2496,1.4,11.5112,1.7276,0.2,0.8192,0.437,60.4726,0.007554297,0.265229616,1
310,AET US EQUITY,68.59,25206.825,1.2028,1,11.4924,1.7713,0.225,0.7706,0.3854,63.9926,0.071383943,0.295086747,1
311,AET US EQUITY,74.97,27191.6199,1.1338,1.84,11.8317,1.8733,0.225,0.7828,0.4104,57.3679,0.093016475,0.420968387,1
312,AET US EQUITY,81.08,28977.9915,1.0792,1.54,13.0081,1.9564,0.225,0.78,0.4225,55.7508,0.081499266,0.572027627,1
313,AET US EQUITY,81,28722.6005,1.1111,1.68,12.5215,1.9092,0.225,0.7835,0.3816,52.818,-0.00098668,0.350740741,1
314,AET US EQUITY,88.83,31241.5121,1.0413,0.65,14.2413,2.1455,0.25,0.7661,0.3672,62.8012,0.096666667,0.217156366,1
315,AET US EQUITY,106.53,37147.0123,0.8918,2.22,16.0286,2.4714,0.25,0.8034,0.3866,53.8604,0.199257008,0.054632498,0
316,AET US EQUITY,127.46,44509.0336,0.7649,2.1,18.2004,2.884,0.25,0.8216,0.3914,50.6866,0.196470478,-0.041817041,0
317,AET US EQUITY,109.41,38149.9695,0.914,1.6,15.4295,2.4042,0.25,0.8149,0.4215,49.1699,-0.141613055,0.055205191,0
318,AET US EQUITY,108.12,37701.4453,0.9249,0.91,14.9612,2.345,0.25,0.8152,0.4753,48.1179,-0.011790513,0.151035886,1
319,AET US EQUITY,112.35,39277.5607,0.8901,2.1,15.6976,2.3428,0.25,0.8592,0.508,46.0989,0.039123196,0.1352915,1
320,AET US EQUITY,122.13,42818.7787,0.8188,2.25,16.688,2.4191,0.25,1.5938,1.2691,116.2299,0.087049399,0.243183493,1
321,AET US EQUITY,115.45,40499.8586,0.8662,1.72,15.4032,2.2157,0.25,1.5486,1.2503,112.6343,-0.054695816,0.362494586,1
322,AET US EQUITY,124.45,43669.5042,0.8035,0.4,16.604,2.3884,0.25,1.5218,1.2516,128.2171,0.077955825,0.44949779,1
323,AGCO US EQUITY,43.26,4205.6637,0,2.11,6.767,1.3064,0,1.7777,0.7026,46.7385,-0.076035882,0.160194175,1
324,AGCO US EQUITY,47.48,4616.0864,0,0.97,6.6898,1.4285,0,1.7958,0.6594,41.4956,0.097549699,0.272535805,1
325,AGCO US EQUITY,49.12,4764.586,0,1.06,8.9044,1.3726,0,1.6045,0.6921,36.7867,0.034540859,0.205008143,1
326,AGCO US EQUITY,60.42,5881.5421,0.4965,1.3,10.28,1.5337,0.1,1.6426,0.6575,33.3876,0.203825463,-0.247600132,0
327,AGCO US EQUITY,59.19,5762.6761,0.6758,1.43,9.8486,1.4371,0.1,1.6064,0.7069,30.9088,-0.020357498,-0.236357493,0
328,AGCO US EQUITY,55.16,5180.032,0.7433,1.05,9.4291,1.3479,0.11,1.578,0.5043,33.1117,-0.068085825,-0.136330674,0
329,AGCO US EQUITY,56.22,5280.4877,0.7471,1.79,10.2779,1.3113,0.11,1.6245,0.5578,30.1571,0.019216824,0.009960868,0
330,AGCO US EQUITY,45.46,4263.9369,0.9459,0.7,9.2585,1.1214,0.11,1.7792,0.5942,37.4661,-0.191390964,0.025736912,0
331,AGCO US EQUITY,45.2,4157.4227,0.9735,0.85,9.6327,1.1685,0.11,1.4934,0.5988,31.2248,-0.005719314,0.00420354,0
332,AGCO US EQUITY,47.64,4213.3897,0.9446,0.34,11.6472,1.3713,0.12,1.7636,0.6565,48.5102,0.053982301,0.043240974,0
333,AGCO US EQUITY,56.78,4999.5979,0.8101,1.22,15.8899,1.5632,0.12,1.5968,0.6512,47.1685,0.191855584,-0.169954209,0
334,AGCO US EQUITY,46.63,4063.5498,1.0079,0.77,12.8343,1.3677,0.12,1.5824,0.6202,51.8244,-0.178760127,0.057688184,0
335,AGCO US EQUITY,45.39,3881.7416,1.0575,0.73,13.9894,1.3404,0.12,1.3262,0.5782,42.8329,-0.026592323,0.278916061,1
336,AGCO US EQUITY,49.7,4098.1167,0.9859,0.09,17.0141,1.4258,0.13,1.4197,0.526,53.8079,0.094954836,0.210865191,1
337,AGCO US EQUITY,47.13,3887.0089,1.0609,0.61,17.5619,1.3076,0.13,1.5406,0.5921,49.363,-0.051710262,0.429874814,1
338,AGCO US EQUITY,49.32,4000.5898,1.0341,0.5,20.6084,1.365,0.13,1.589,0.6271,67.0347,0.046467218,0.489862125,1
339,AGCO US EQUITY,58.05,4659.4806,0.8786,0.78,24.2562,1.6066,0.13,1.4759,0.6155,59.7561,0.177007299,0.230490956,1
340,AGN US EQUITY,72.2,9198.9444,0,-0.49,21.7531,2.5128,0,1.5156,0.7193,36.2929,0.077129643,0.748199446,1
341,AGN US EQUITY,85.16,10870.2908,0,0.61,23.1004,3.0516,0,1.5695,0.7452,33.0795,0.179501385,0.690934711,1
342,AGN US EQUITY,86,10987.0846,0,0.22,30.4256,2.8646,0,1.3961,0.6034,166.8214,0.009863786,0.953488372,1
343,AGN US EQUITY,144,19173.9441,0,0.5,16.1049,5.1398,0,1.4511,0.6197,168.3671,0.140865156,0.675555556,1
344,AGN US EQUITY,168,29238.0319,0,-0.86,17.3902,3.0699,0,1.3459,0.527,94.9135,0.166666667,0.532202381,1
345,AGN US EQUITY,205.85,35919.7225,0,0.56,21.8658,3.73,0,1.5125,0.6159,90.5687,0.225297619,0.445810056,1
346,AGN US EQUITY,223.05,38915.5202,0,0.28,44.9129,4.0141,0,1.9776,1.4017,127.3287,0.083555987,0.36050213,1
347,AGN US EQUITY,241.28,63760.8245,0,-3.95,109.1246,2.1933,0,1.3952,0.5734,53.3097,0.081730554,0.126533488,1
348,AGN US EQUITY,257.41,68229.3846,0,-3.34,142.5451,2.4159,0,1.355,0.2598,54.8115,0.06685179,0.214016549,1
349,AGN US EQUITY,297.62,117279.3735,0,-1.85,289.039,1.1905,0,1.4391,0.7999,62.071,0.156209937,-0.099422082,0
350,AGN US EQUITY,303.46,119091.2508,0,-0.8,302.1664,1.7813,0,1.3709,0.7774,59.4805,0.019622337,-0.238482831,0
351,AGN US EQUITY,271.81,106994.1062,0,13.29,57.6515,1.4797,0,2.0483,0.5181,55.0896,-0.104297107,-0.152680181,0
352,AGN US EQUITY,312.5,123163.9194,0,-1.78,86.1395,1.7244,0,1.0346,0.3896,55.5305,0.149700158,-0.336928,0
353,AGN US EQUITY,268.03,105905.3374,0,0.47,85.2081,1.4648,0,0.9898,0.4832,54.9622,-0.142304,-0.108607245,0
354,AGN US EQUITY,231.09,91409.2476,0,-1.44,92.1918,1.2785,0,0.9873,0.338,51.6457,-0.137820393,0.05192782,0
355,AGN US EQUITY,230.31,91191.7534,0,38.58,94.8647,1.0429,0,3.9529,3.712,36.5205,-0.003375308,-0.113889974,0
356,AJG US EQUITY,34.66,4100.2435,3.8373,0.6,23.9107,3.0225,0.34,1.0777,0.6756,49.0868,-0.03048951,0.260530871,1
357,AJG US EQUITY,35.82,4333.396,3.7409,0.5,21.3563,2.9426,0.34,1.1122,0.6396,44.31,0.033467975,0.218592965,1
358,AJG US EQUITY,34.65,4310.0096,3.925,0.27,19.5358,2.6239,0.34,1.0282,0.5917,51.4892,-0.032663317,0.354401154,1
359,AJG US EQUITY,43.65,5574.0176,3.1844,0.57,21.1927,2.9707,0.35,0.9879,0.5283,54.8856,-0.000915541,0.039175258,0
360,AJG US EQUITY,46.93,6173.0781,2.9832,0.45,21.2167,3.0064,0.35,0.8754,0.4831,69.7914,0.075143184,0.00319625,0
361,AJG US EQUITY,47.58,6414.4739,2.9634,0.37,20.843,2.9979,0.36,1.0542,0.6568,88.2567,0.013850416,-0.017444304,0
362,AJG US EQUITY,46.6,7320.6733,3.0472,0.71,21.5704,2.2801,0.36,1.1459,0.7667,73.1782,-0.020596889,0.015021459,0
363,AJG US EQUITY,45.36,7211.9223,3.1526,0.58,20.453,2.2485,0.36,1.0537,0.5198,69.7789,-0.026609442,-0.08994709,0
364,AJG US EQUITY,47.08,7597.4876,3.0586,0.31,22.2357,2.3996,0.36,1.0463,0.4878,70.1369,0.037918871,-0.130416313,0
365,AJG US EQUITY,46.75,7701.7822,3.1016,0.13,23.6977,2.4778,0.37,1.0454,0.5294,72.5494,-0.007009346,-0.04855615,0
366,AJG US EQUITY,47.3,7944.0753,3.0867,0.82,20.5001,2.2685,0.37,1.0912,0.5342,61.4307,0.011764706,0.006342495,0
367,AJG US EQUITY,41.28,7205.2175,3.561,0.76,16.9739,1.9971,0.37,1.078,0.5284,61.4364,-0.127272727,0.232315891,1
368,AJG US EQUITY,40.94,7233.8936,3.615,0.35,15.1623,1.9906,0.37,1.0064,0.5289,62.8138,-0.008236434,0.266243283,1
369,AJG US EQUITY,44.48,7878.1515,3.3498,0.26,16.3316,2.1899,0.38,0.9794,0.5301,66.4458,0.086468002,0.271133094,1
370,AJG US EQUITY,47.6,8431.3403,3.1513,0.85,17.2927,2.3404,0.38,1.0232,0.5588,71.9241,0.070143885,0.202731092,1
371,AJG US EQUITY,50.87,9005.5673,2.9684,0.69,18.6593,2.4548,0.38,0.9579,0.5036,70.9024,0.068697479,0.209160605,1
372,AJG US EQUITY,51.84,9224.4611,2.9128,0.53,19.0151,2.5017,0.38,0.9576,0.5183,74.4734,0.019068213,0.220679012,1
373,AKAM US EQUITY,30.43,5452.6176,0,0.25,28.5906,2.4751,0,4.5619,3.8286,0,-0.175785482,0.39829116,1
374,AKAM US EQUITY,38.26,6783.7468,0,0.27,36.2381,3.0729,0,3.5398,2.9608,0,0.257311863,0.351280711,1
375,AKAM US EQUITY,40.91,7260.2079,0,0.38,35.2249,3.1005,0,3.5891,2.8447,0,0.069262938,0.153263261,1
376,AKAM US EQUITY,51.7,9210.8122,0,0.45,34.5642,3.633,0,3.1905,2.5667,0,0.215041128,0.156673114,1
377,AKAM US EQUITY,47.18,8444.1351,0,0.45,30.2732,3.2043,0,3.9128,3.2131,0,-0.087427466,0.334463756,1
378,AKAM US EQUITY,58.21,10392.5767,0,0.41,36.6604,3.8315,0,4.6166,3.7246,21.7803,0.233785502,0.22049476,1
379,AKAM US EQUITY,61.06,10868.7452,0,0.41,36.8477,3.9258,0,4.2347,3.4937,21.4728,0.04896066,0.143465444,1
380,AKAM US EQUITY,59.8,10654.1553,0,0.51,34.6874,3.7411,0,3.8219,3.1174,21.068,-0.020635441,0.154849498,1
381,AKAM US EQUITY,62.96,11206.4996,0,0.55,34.6065,3.8114,0,3.78,2.9095,20.5359,0.052842809,-0.164072427,0
382,AKAM US EQUITY,71.045,12705.2431,0,0.44,38.6517,4.2575,0,4.6099,3.0618,20.4464,0.128414867,-0.217819692,0
383,AKAM US EQUITY,69.82,12466.9717,0,0.38,38.6355,4.0991,0,3.3065,2.4923,20.178,-0.017242593,-0.198940132,0
